Seguidores,Seguidos
723,766
638,774
664,470
664,470
506,748
1022,284
108,181
33,32
3,62
506,748
91,277
5689,670
3447,1954
256,1088
48,343
28,193
27,254
1799,731
2459,2014
1379,508
2341,353
7,8
770,469
78,14
78,14
1554,1653
1554,1653
73,360
1912,594
58,67
164,476
409,312
3588,1179
3614,536
45,129
565,306
776,949
1231,1078
20167,2438
6257,3723
27168,2823
944,281
826,840
1087,987
1826,883
5054,892
4603,4837
1826,883
1087,987
348,386
207,585
1903,1250
4009,4942
4009,4942
439,389
439,389
439,389
36,132
31,153
826,840
33283,1483
57,142
556,623
80,250
1201,303
1201,303
359,514
359,514
60,62
29753,8319
57,142
234,350
4305,2852
34,113
183,229
64,59
247,216
237,472
1168,1054
4603,4836
42,313
97,58
489,361
810,1039
892,265
810,1039
2148,897
2148,897
13954,1111
87,184
155,122
31,61
961,1008
289,641
249621,956
1980,1287
6,33
794,599
250,518
167,61
464,271
3465,868
3465,868
774,542
339,184
203,112
203,112
13,50
1274,3225
3540,598
272,347
2974,1022
291,622
12212,6372
8,39
1653,1153
1921,1260
3712,3817
464,563
380,652
121,239
842,512
89,105
758,482
13184,2127
1309,175
1042,1024
1042,1024
301,567
301,567
833,1770
19,77
269,152
716,1059
269,152
493,77
493,77
493,77
424,83
1116,1547
524,392
524,392
2584,4993
2584,4993
2747,2742
2747,2742
1023,706
328,693
265,151
265,151
496,2184
496,2184
292,642
199,271
188,111
466,37
466,37
1033,1331
1033,1331
197,199
1178,2062
272,978
1025,1199
204,2597
903,1308
1385,921
903,1308
16726,224
292,661
2284,1452
32,111
8539,2424
8539,2424
374,635
3483,2410
3483,2410
485,628
138,100
485,628
767,732
60957,873
60957,873
4405,3659
421,453
712,171
46,129
606,654
1256,677
42,105
16727,1295
465,562
591,430
233,176
402,596
1012,184
6060,1532
465,661
769,1225
576,933
192,866
493,77
493,77
493,77
454,570
493,77
493,77
1494,1719
1494,1719
493,77
493,77
493,77
493,77
891,528
14,51
114,100
114,100
24,59
24,59
103,93
4305,2852
446,502
189,418
24,79
3432,2834
1314,499
2,3
584,443
8430,5055
556,1565
114,100
358,184
85,94
451,1054
11337,228
113292,87
9992,129
106,1235
2304,1469
163,141
1227,933
684,230
2973,1022
28765,18643
178,369
647,762
8,95
83,210
1621,1818
123,511
8188,1482
33225,719
282,279
642,1095
58,57
1404,1002
1662,1310
3393,583
107,792
243,407
64,149
1441,2627
155,316
12013,491
3,29
188,1228
1090,764
749,705
21037,3102
241,1769
18,33
667,25
667,25
3621,4904
5430,4165
456,213
617,1180
142,99
7530,1352
1762,1367
989,594
14882,274
1206,3830
128,173
848,556
769,1225
618,2210
359,514
359,514
4628,5091
401,505
123,44
1494,1719
42,93
984,2151
243,1074
54327,38833
1662,1310
1337,356
911,1881
19143,1445
57,133
479,253
220,67
17,157
41002,1338
18,231
4013,1505
3952,1444
373,605
373,605
373,605
165,1581
6404,1089
524,1526
3,28
279,706
1694,221
592,48
9985,129
24,50
2563,484
2563,484
915,420
42,117
27,26
665,263
100,519
3090,3762
910,530
1253,3197
805,903
34,105
2612,776
28,221
1187,506
491,3348
393,652
37,112
2043,1287
737,195
145,536
1170,963
747,124
51,95
2103,179
388,139
1320,678
4721,1711
145,274
76,266
1389,384
242,312
320,376
733,334
129,372
179,1146
478,401
726,481
126,478
473,456
164,476
85,582
2716,3408
2716,3408
1105,841
3793,2225
543,28
250,1354
7783,6705
6,27
648,1005
400,2545
400,2545
400,2545
400,2545
400,2545
400,2545
400,2545
400,2545
400,2545
400,2545
400,2545
400,2545
400,2545
400,2545
400,2545
400,2545
400,2545
400,2545
400,2545
400,2545
400,2545
400,2545
400,2545
400,2545
400,2545
400,2545
1594,891
91,300
193,311
2145,4808
880,1248
187,295
80,1146
113273,87
1146,5001
552,938
11334,228
1177,555
9971,129
249,844
1228,980
66,566
631,530
19692,2169
554,2215
1064,1149
7783,6705
22,38
9971,129
176,476
6868,1425
229,272
373,605
2062,1937
4626,5080
405,281
522,113
548,509
212,1825
190,353
719,880
7,25
893,1113
220,365
336,1019
49,182
49,182
49,182
2310,3937
35,125
1158,2090
1158,2090
1158,2090
19,47
1101,32
3642,898
2414,1925
1158,2090
4422,4371
737,195
3431,2834
576,458
180,1001
302,323
696,1085
41,87
87,45
5045,892
1956,910
420,1883
169,787
152,203
48875,3959
3830,1129
64,332
113266,87
952,417
51,61
536,460
709,579
1685,5002
204,482
11334,228
1335,355
51,380
9965,129
28769,18642
8186,1482
48,109
7209,153
7698,5517
1016,117
802,1642
71,25
1016,117
4268,3207
1308,175
1466,510
4268,3207
17,60
5241,962
2348,2434
489,304
493,77
44,121
499,10
389861,8162
2794,10
20239,438
268,405
92,132
57,248
19776,5724
212,1823
3876,4176
105,66
19,444
42,168
584,443
5240,962
5043,892
9646,709
429692,11
41372,7171
493,77
171,418
5240,962
493,77
493,77
493,77
493,77
2348,879
5240,962
493,77
160,456
304,503
539,867
63,131
3242,57
4346,1586
7144,583
3520,912
1236,845
10624,1220
845,1050
493,77
2414,1924
161,488
493,77
493,77
493,77
493,77
1152,2241
3348,1302
246,201
127,171
504,445
1016,117
4626,5079
2794,10
2794,10
255,645
255,645
357,514
1308,175
357,514
1308,175
194,406
650,1308
657,2114
497,1522
1067,2148
11156,8604
1022,284
29694,7487
3413,378
1807,120
8897,2760
315,641
318,805
318,805
1281,572
282,750
1975,674
4037,4258
1686,618
1383,719
19,63
1203,3830
348,618
1348,168
53,250
2450,770
28770,18642
466,1482
1158,2090
1392,501
1941,446
113,226
1250,2236
2446,4835
972,262
541,344
449,623
162,959
71,33
1063,367
10,51
961,1000
1017,99
6403,1090
24,15
6484,963
20,97
3154,2791
3350,1670
3350,1670
113253,469
45636,3726
3112,1367
906,495
761,345
287,1501
1281,572
2348,879
906,495
173,310
103396,103
28771,18642
1172,1055
374,604
149,475
6402,1089
774,542
7159,6335
774,542
6402,1089
1253,3197
294,162
719,1225
265,875
153,202
46638,593
7782,6705
174,390
5975,266
8185,1482
1171,1569
10752,7760
2248,682
76,310
59,643
1322,1034
709,579
201,546
298,391
298,391
5238,962
5238,962
28770,18642
389860,8162
5237,962
5237,962
5237,962
74,167
431,278
709,579
726,481
726,481
3465,273
3562,677
2586,492
726,481
726,481
3391,929
5237,962
1250,2235
444,755
2575,614
747,1446
1485,2076
785,348
785,348
293,540
1281,75
825,840
7,18
1358,938
729,728
497,542
168,196
458,219
279,453
11886,5907
2207,2749
281,893
153,44
230,44
7112,1551
59193,23623
652,826
2719,3408
194,401
194,401
1179,918
1179,918
276,46
825,973
272,1203
272,1203
186,345
7112,1551
2244,909
825,973
1293,1562
30,108
2639,588
71846,61
17391,556
215,683
403,1427
82,189
82,189
3106,1376
112,116
6401,1089
4546,1140
1527,1335
6401,1089
1589,487
347,428
2,9
2734,3837
171,530
20232,438
193,512
535,980
734,622
6401,1089
35948,2319
295,237
33776,1768
535,980
708,1239
286,1227
9,65
30,108
214,272
12888,3967
685,1211
3408,1081
1760,1366
7784,6706
7784,6706
229,415
3351,1670
709,579
1649,524
6398,1089
191,367
1361,1344
2671,909
2251,3775
429,278
429,278
706,425
193,401
1178,918
1649,524
907,495
46401,579
6398,1089
1842,1508
2559,251
159,239
6398,1089
1649,524
1178,918
6943,5848
425,644
21,26
1336,354
61,157
529,1429
865,1699
865,1699
1030,488
5117,1915
865,1699
73,48
74,162
138,151
9,23
287,356
219,421
3130,2015
2767,841
812,113
361,329
447,1271
3230,638
320,332
5962,641
139,306
1863,792
18,133
1254,296
2584,84
1041,329
1041,329
421,1678
1359,1352
1759,1366
552,5002
614,1012
100,206
815,290
607,309
607,309
379,336
4621,5036
16675,14939
16675,14939
217,501
579,1112
4620,5036
705,1965
268,323
1807,1509
715,866
715,866
715,866
715,866
235,1299
1035,802
28771,18643
1314,499
3585,1177
403,666
1359,341
150,809
123,386
706,281
706,281
1016,117
1016,117
440,1034
758,1592
726,593
12,26
486,175
486,175
1198,385
5237,962
211,725
335,766
35,41
46,691
125,131
125,131
1016,117
1016,117
1016,117
1016,117
1016,117
317,1564
343,363
466,712
3402,1537
724,765
4054,295
150,404
150,404
46,649
46,649
250,1441
1016,117
1016,117
1309,175
1309,175
1309,175
308,301
308,301
15065,12416
5041,892
35,41
15,102
28,193
35,41
899,508
35,41
186,503
232,276
173,341
608,1939
608,1939
5684,670
837,550
16,79
10835,8949
21908,1036
212,562
62,212
35,41
837,550
2119,330
235,88
228,419
1772,336
4,30
63,114
541,147
5041,892
442,659
984,1159
902,442
769,221
2042,5001
2042,5001
267,2131
1228,4066
5041,892
283,1521
617,199
1253,120
249,308
72,256
270,990
836,550
28772,18644
143,180
772,949
1250,2235
1234,936
1939,2975
1316,673
5041,892
34,188
17,157
8187,1482
503,1671
500,686
164,518
626,756
1309,175
1309,175
1309,175
1309,175
1309,175
1309,175
1309,175
686,721
3585,1177
3585,1177
861,592
861,592
743,2045
97,381
910,1254
3023,3634
78,204
1087,319
1009,2004
57,106
1009,2004
29758,8315
3076,906
2051,2253
2096,1229
1009,2004
2051,2253
1009,2004
218,355
374,604
374,604
374,604
374,604
374,604
271,756
374,604
1009,2004
374,604
374,604
374,604
374,604
374,604
374,604
1009,2004
374,604
48,221
48,221
1708,2463
344,888
354,473
354,473
354,473
125,295
190302,507
48,221
48,221
325,535
12,25
2404,1426
3021,1382
1939,446
1017,117
1017,117
1017,117
1017,117
771,949
3585,1177
135,72
76,130
76,130
1776,264
144,427
1342,1123
9374,7557
9374,7557
9374,7557
1959,1790
774,542
400,476
6599,3274
261,422
1227,1551
261,422
107,132
17553,460
261,422
246,271
261,422
836,2077
167,360
1365,4995
35,169
25,33
25,33
1250,2235
15073,7198
5039,891
40975,1336
2378,2546
34,148
447,270
794,144
148,555
2378,2546
249,217
249,217
153,663
3830,759
27,205
5039,891
190,353
350,1343
10158,1958
83,213
673,942
5039,891
66,179
9639,9268
5039,891
24848,365
599,1826
63,237
5039,891
60,265
171,315
5039,891
771,949
3276,3262
3585,1177
307,286
407,312
2638,701
18,33
6252,3722
76,263
771,949
3585,1177
852,2159
783,268
26,1004
3618,775
3462,869
1017,117
1017,117
1017,117
1017,117
34,184
1017,117
1017,117
1017,117
1017,117
1017,117
1017,117
2344,2425
152,611
1309,175
1309,175
1309,175
1309,175
60,63
72,568
60,63
4948,3414
1137,963
147,453
457,451
224,287
1509,2356
5037,891
5037,891
29,102
5037,891
771,949
3584,1177
2076,345
595,1253
1207,3828
9550,2527
623,756
2,3
1309,175
1309,175
1309,175
1309,175
1309,175
5037,891
1309,175
1309,175
1017,117
1207,3828
5056,317
5037,891
1859,1967
3364,751
382,822
145,465
5037,891
3800,1341
5515,1279
5821,1468
5821,1468
4623,4966
16475,1683
2550,2340
34027,4031
374,604
374,604
4588,1249
374,604
5035,891
374,604
374,604
725,479
205,459
5035,891
509,2365
12,39
1017,117
1017,117
1017,117
1017,117
1017,117
1017,117
1017,117
135,440
1017,117
13276,12667
374,604
374,604
374,604
374,604
374,604
374,604
138,429
3502,2171
1309,175
374,604
148,204
771,949
3584,1177
1309,175
1309,175
1207,3827
638,492
1113,658
97,178
3276,3262
1309,175
36,219
771,949
3584,1177
374,604
407,312
350,920
350,920
7554,370
54,343
4423,4368
5033,889
277,865
149,332
71839,61
97,329
185,607
41,47
4282,2768
1707,2462
7326,3971
5300,1189
446,695
630,596
1734,968
1734,968
10538,1338
1734,968
1734,968
1249,2235
425,95
2903,1025
1940,446
107,352
5017,4593
1503,19
7158,6338
155,615
3913,3287
1525,436
772,1002
282,421
357,514
851,835
1056,3385
23,209
6020,5157
2627,2942
26668,7402
26668,7402
2934,1393
176,111
149,800
3413,378
173,209
170,438
2344,5000
5291,1202
1329,288
7322,1048
506,369
843,288
2880,800
2018,984
526,1374
1649,522
400,2546
400,2546
400,2546
480,299
4662,1981
16967,3447
5235,962
119,260
823,482
840,1962
134,297
3000,1236
1249,2235
1249,2235
1249,2235
1249,2235
1249,2235
1249,2235
1249,2235
1157,2090
5276,2671
1157,2090
1157,2090
1157,2090
1157,2090
2416,1924
547,2774
7969,894
471,277
5570,2671
134,297
5570,2671
258,599
1960,434
2030,771
496,429
471,277
10278,7473
213,674
2934,1393
3106,1376
3106,1376
4616,683
1003,1283
1249,2234
24,48
2243,3670
73,264
5285,412
8217,1905
188,13
10996,365
5275,2670
411,1908
613,219
109,297
290,351
543,1212
861,932
992,1580
4697,692
1217,784
126,1992
164,475
164,475
2165,1188
5291,1202
1307,175
1307,175
48,139
1307,175
1307,175
1433,3363
1307,175
1307,175
1307,175
1017,117
1017,117
20162,2437
1017,117
1,6
725,479
2214,332
133,343
4697,692
14277,1524
401,222
1941,446
157,454
6251,3721
1113,658
151,211
3622,5001
425,95
7527,842
127,198
6251,3721
298,317
836,2077
5031,889
733,622
400,885
400,885
1357,1098
836,2077
400,885
1373,2927
78,92
716,1801
400,221
1941,446
939,1651
1054,1892
129,656
1017,117
7784,6706
543,1210
425,95
425,95
7553,370
1017,117
200,209
372,604
105,519
154,369
290,351
4522,703
1327,717
1485,188
2277,2650
430,1784
13684,5819
4,33
1238,629
722,489
727,771
727,771
100,519
5028,889
2206,2751
830,1536
1941,446
143,576
164,219
2,40
251,1128
1307,175
1007,2004
109,334
7968,893
3276,3262
17386,557
3582,1177
4622,4966
12833,13013
1017,117
1017,117
369,406
271,1383
1465,510
427,248
1017,117
1017,117
356,514
1017,117
19693,2170
1017,117
1017,117
10,32
758,2293
5028,889
9060,1418
7784,6706
622,756
4139,2070
14,41
1307,175
622,756
5463,4412
1307,175
167,1444
147,453
3110,1367
5932,1518
1941,446
325,565
1941,446
523,189
3110,1367
3110,1367
3109,1367
2617,779
820,460
290,396
5109,1108
733,622
403,534
1156,2085
1156,2085
1156,2085
1248,2233
2047,323
1565,679
7884,1673
1569,350
1569,350
1569,350
1098,2946
372,604
372,604
2269,104
425,95
1308,175
18,341
1308,175
5028,889
351,561
878,1245
7968,893
128,140
3561,761
425,95
425,95
167,1439
1308,175
1941,446
5028,889
2163,1435
10638,1065
1331,711
1308,175
1308,175
425,95
167,1439
5028,889
122,615
5569,2674
648524,2201
1308,175
529,1563
529,1563
1308,175
7968,893
4327,534
4327,534
505,658
1018,117
1018,117
1018,117
425,95
14276,1524
14276,1524
1156,2085
1156,2085
1477,728
613,1011
613,1011
1331,711
1018,117
1021,284
1018,117
425,95
1018,117
870,806
1018,117
1018,117
1018,117
7968,893
1308,175
1308,175
1021,284
1248,2233
991,2918
17,30
401,663
43,96
401,2546
401,2546
401,2546
401,2546
167,1439
1308,175
1308,175
5439,2497
1941,446
9,71
14276,1524
18,341
1,2
5028,889
1941,446
613,711
1169,1052
1308,175
8184,1482
1308,175
1204,3824
5028,889
75,143
5511,1279
11,55
186,382
613,1011
3160,647
8420,5049
2816,2804
204,482
347,371
5028,889
417,394
401,2546
401,2546
4619,4966
590,544
403,281
389,160
3004,311
3672,4461
8184,1482
270,350
211,585
209,273
3236,56
147,198
356,514
356,514
34,188
55,61
48,210
67,219
2334,2537
10982,7656
15,26
984,1261
3618,775
162,950
3755,977
1302,1068
143,733
4,11
605,654
110,427
80,114
590,731
590,731
22,90
195,412
195,412
1510,3068
1046,2531
711,432
1441,271
5458,3516
31087,8645
328,195
2857,1262
647,581
4614,683
116,1000
2089,2239
116,1000
28767,18645
726,479
1473,2701
292,364
3069,4274
726,479
726,479
194,311
6927,3429
726,479
3193,2131
2666,868
3318,1190
2007,979
595,2422
913,2387
4611,1016
726,479
726,479
3318,1190
457,209
22,109
295,314
493,1632
726,479
2018,984
726,479
16788,2957
101,101
292,364
952,417
50,194
1161,321
480,299
726,479
726,479
292,364
862,711
418,1676
540,737
158,440
1077,1709
1077,1709
96,580
2162,1471
712,531
1096,794
376,183
21198,3384
445,201
1143,576
189850,1034
1143,576
431,366
771,949
411,1911
902,2034
2382,1011
263,613
127,372
372,604
4614,683
966,192
6,12
28767,18645
4139,2070
884,682
3109,1366
3109,1366
16964,3447
21198,3384
5952,1483
3404,857
2266,1434
66,346
865,1699
1301,358
7785,6706
8184,1482
2345,807
455,1699
2345,807
574,362
270,474
81,189
426,232
81,189
3440,3475
4662,527
2382,1011
81,189
262,437
81,189
2119,329
106673,8758
46,142
2382,1011
4827,298
170,65
2646,4941
15,90
111,251
1826,1393
1826,1393
1548,287
76,22
588,369
198,120
1256,79
800,888
471,255
620,1181
4901,679
1827,1792
3742,585
4006,2427
897,917
1561,991
597,613
82,88
1065,2393
849,62
1279,572
404,826
836,103
291,362
620,1181
1089,818
1359,1087
528,319
491,1110
160,92
53,230
960,1005
2330,252
1191,1455
843,364
843,364
91,614
2615,778
4396,922
470,776
1174,2752
1301,2092
30,65
27365,815
2578,419
881,1855
16963,3447
63,153
209,139
4309,5002
38,96
620,1180
2615,778
194,1014
613,1010
215,210
1589,486
12101,661
1839,2788
4684,1286
620,1180
2208,1046
231,44
2598,951
4306,1839
1952,2725
1066,2391
2040,5001
3700,3817
44,316
44,316
44,316
1985,263
56,108
1712,1347
997,527
997,527
14,82
2615,778
12607,3321
8617,3835
1129,1681
865,1699
2615,778
641,266
2615,778
11885,5907
444,755
444,755
512,530
6019,5157
155,90
377,594
10154,1958
287,694
1589,486
32,307
116,54
1012,1448
308,135
67,94
67,94
675,422
358,330
65,195
2162,1435
4670,1104
1452,570
644,804
1923,1255
12812,1294
5881,6395
299,825
4,46
26667,7402
43,17
5109,1108
18,70
1412,1009
321,1100
155,613
2670,909
1443,144
599,1894
33754,1768
6940,5842
2718,3403
43,126
43,126
6360,849
4647,2534
1329,1922
10,136
196,683
10924,3954
205,132
142,99
914,420
2106,2602
24942,998
346,789
3311,2824
1028,2038
690,1833
1131,535
1131,535
532,1034
447,270
1215,1070
31,194
47,128
1219,4046
73,125
1628,2472
2457,1271
2457,1271
28763,18645
36,104
5431,4171
372,604
3581,1174
10,53
844,1564
1075,876
45,100
521,936
521,936
41,50
1362,2949
15,43
426,95
41,50
53,37
248363,1257
49,303
426,958
426,958
64,408
222,347
157,675
54,86
15,101
18,153
62,509
16,35
1308,175
1308,175
168,156
764,519
1684,186
1308,175
1308,175
1308,175
2168,582
10150,1215
1308,175
179,664
1308,175
725,593
1308,175
1308,175
3318,1190
67,204
246,230
246,230
68,101
63,131
1206,3823
5021,888
28763,18644
808,1172
7370,660
430,695
48009,522
4907,3170
13,18
402,534
13,18
338,2212
2143,2081
792,679
1650,1267
204,351
1487,213
3368,1600
5881,6395
267,923
99,629
117,232
409,312
163,155
334,273
686,277
126,1991
342,379
4,18
4937,2251
426,958
768,949
3578,1171
167,1438
167,1438
163,155
686,277
101,847
163,155
163,155
686,277
686,277
8184,1482
16,29
16,29
1276,2156
9057,1418
137,688
2257,1440
71,218
1981,433
1861,1003
1010,997
63,56
15,185
3111,2595
758,1592
12552,1055
783,268
783,268
2662,412
204,351
28761,18644
7,87
879,2198
35,144
17,157
38,203
290,420
165,140
909,1740
327,2551
1048,2486
1348,1053
311,701
5021,887
15892,5843
724,479
509,2270
11,66
1443,4664
215,188
1592,847
209,1767
167,1440
751,1631
7552,370
229,523
68,24
354,834
1277,1961
1855,603
9371,7560
479,387
1234,936
1437,763
1437,763
1937,2975
129,298
861,592
1089,450
861,592
65,566
6,16
1726,334
5,74
346,1188
2099,2903
286,446
768,949
5019,887
3577,1168
62645,1451
3346,393
1432,3361
7552,370
372,603
372,603
903,929
5019,887
2118,327
3032,858
5617,1102
109,551
472,333
6,5
3564,4999
817,565
817,565
96,201
5019,887
96,201
96,201
92,164
92,164
92,164
159,195
1912,1664
14513,3854
14513,3854
934,107
127,280
80,165
824,1758
846,359
401,2547
401,2547
401,2547
401,2547
401,2547
401,2547
401,2547
401,2547
401,2547
401,2547
401,2547
4261,2834
18,16
401,2547
401,2547
401,2547
401,2547
401,2547
5,27
1223,1960
401,2547
936,1382
3021,1383
5,47
624,1228
3503,4999
790,144
1949,698
2250,3305
2468,2026
263004,1029
14162,4703
4,29
4609,1016
4,29
409,312
313,208
13170,6114
5019,887
55140,5710
4,29
5019,887
409,312
2087,2774
2087,2774
324,44
1962,2112
778,715
12,36
783,268
229,150
2707,124
1925,899
40,55
28761,18644
5192,919
133,140
167,1439
749,1589
1437,763
30,23
1503,19
5016,887
874,296
874,296
6252,3721
949,1239
768,949
78,14
3577,1168
2,8
949,1239
1308,175
1541,1857
705,1965
9548,2527
141,469
533,1554
2561,1066
3043,166
2561,1066
1308,668
164,475
5881,6395
768,949
164,475
3577,1168
3595,3295
164,475
144,429
872,4999
144,429
5016,887
5881,6395
372,603
358,184
358,184
2177,1569
451,1123
1210,2130
93,245
151,203
185,421
7965,892
5563,2675
49,60
1308,175
233,1597
19754,822
1308,175
1089,450
1089,450
2410,2498
768,949
5563,2675
5563,2675
3577,1168
1000,2548
19753,822
35,125
5015,887
10152,1958
982,993
11,19
263,1366
212,506
487,664
2888,1020
900,812
5563,2675
1308,175
3806,1286
1308,175
1308,175
649,1002
5015,887
1044,3813
155,55
6467,90
232,529
73251,13964
1408,529
170,849
5015,887
1248,2214
5880,6395
1899,951
401,534
5563,2675
1372,764
5015,887
401,534
768,949
3577,1168
160,82
2415,1921
49,271
1308,175
936,1385
2084,302
46,87
5563,2675
372,604
1164,1050
3296,814
2,151
4441,4998
2050,3941
1986,3214
168,523
311,701
750,369
2831,820
5015,887
462,202
1493,1720
3318,3997
211,336
211,336
265,680
22,24
375,605
5563,2675
700,675
1,2
3411,378
442,350
13845,11719
66,336
5563,2675
527,1071
17976,3317
1308,175
2,162
26,140
273,291
15671,6889
22,24
386,400
141,123
409,307
141,123
515,554
551,1912
5014,886
3218,882
218,356
1308,175
1308,175
1308,175
1308,175
15059,12377
372,604
1937,445
214,231
502,422
1825,1393
1090,409
735,349
41,126
64,154
366,946
167,1439
1935,4993
40,517
159,447
164,475
16,79
768,949
3575,1168
372,604
372,604
372,604
401,534
5224,961
2118,327
31,38
370,588
5014,886
7553,370
525,850
2877,482
212,479
442,350
724,460
5224,961
724,460
358,184
5014,886
358,184
358,184
372,604
28,59
310,551
16,127
1513,709
6881,648
6881,648
1308,175
372,604
3577,538
1411,4999
1090,409
13,29
1090,409
608,168
564,366
236,670
141,123
5224,961
702,988
9547,2526
5563,2675
5563,2675
1307,175
1307,175
1307,175
2669,909
372,604
525,528
153,115
10979,362
1453,1105
153,115
287,694
372,604
372,604
372,604
724,479
1316,195
17,77
5145,445
17,77
709,1560
401,534
425,95
5014,886
192,694
773,542
215,194
768,949
1018,117
401,534
3574,1168
70022,324
4441,4995
393,661
1307,668
471,2356
973,816
1314,847
207,638
1327,349
726,868
3905,153
4456,1572
1307,175
256,177
1307,175
1307,175
1307,175
271,1494
400,288
3429,102
33742,1768
898,852
41,424
660,452
898,852
67,137
267,755
1829,1531
1,7
2209,1046
58,195
126,226
21197,3375
1087,4275
3352,1670
5681,670
401,2547
401,2547
2318,1093
401,2547
401,2547
3390,575
424,1151
401,2547
401,2547
401,2547
401,2547
443,679
1056,2335
229,156
16346,4290
1582,1332
475,567
3524,3514
3085,390
1234,199
32,51
1157,745
52535,400
1370,1064
7553,370
7553,370
1000,2548
1435,2624
374,85
287,125
2209,1046
21197,3375
415,604
2022,5002
591,430
19924,437
1513,709
14876,274
898,852
898,852
126,142
443,749
232,280
16671,14933
372,604
5202,361
372,604
997,883
712,531
2103,3091
1216,1070
166,123
417,880
59,61
4633,13
26937,2593
3277,3263
613,397
5,2
1505,60
19689,2169
10836,8949
444,755
3573,1168
456,2104
2009,431
3277,3263
3573,1168
754,557
2209,1046
28757,18645
2208,707
376,284
2651,1870
2209,1046
1668,4685
4423,4368
24,84
24,84
4170,2100
1017,942
159,1128
814,817
5011,884
1666,1713
5011,884
2363,638
448,1065
1,20
1009,314
1935,4993
1935,4993
397,654
397,654
4546,5000
397,654
425,95
4546,5000
1164,1048
1937,445
72,125
1937,445
401,534
504,1823
425,95
53,67
5011,884
8,105
78,325
1179,1123
242,142
70,185
3566,5000
2088,2007
2368,1899
5718,693
2669,909
6248,3721
170,319
3555,2057
3566,5000
4,33
148,332
2,27
34,276
11,39
222,225
2277,979
4700,3754
1124,488
1925,3032
67,243
487,1779
126,251
935,626
5011,884
305,192
2961,1022
7108,1551
311,336
1931,773
2917,220
34,276
11344,2769
191,396
1457,1338
1457,1338
5011,884
12814,695
1,37
809,2423
54,179
446,1274
2961,1022
53,94
372,604
372,604
371,604
326,225
2277,979
2277,979
1307,175
585,1194
1307,175
383,1743
113993,382
5010,884
7782,6706
1473,1227
380,405
1388,538
1155,2084
301,4992
462,491
1124,488
63,152
1437,595
1653,1310
1653,1310
371,604
36342,133
325,1600
904,495
225,236
104035,1266
5145,445
270,1378
1615,2011
1616,1801
642,493
9735,3761
8415,5049
104035,1266
40,45
124,1991
410,1161
216,87
1544,904
6248,3721
1305,667
1238,629
7522,739
8496,588
21,123
514,353
357,514
30,38
2346,879
553,295
1157,635
1112,365
1164,1048
582,445
40,73
51,254
1813,591
1937,445
2553,3431
14063,406
1054,2335
3634,2368
1492,2711
230,44
53,234
370,1022
294,358
61,133
1307,175
847,555
1572,569
6248,3721
1018,117
1937,445
1018,117
5561,2676
5223,960
154,446
371,604
783,268
55799,1127
19688,2169
379,1290
2585,5001
371,604
649,504
5145,445
1054,2335
7782,6706
4151,1349
119,335
12814,695
5223,960
5223,960
310,701
2256,1343
76,101
1307,175
1307,175
1307,175
1314,499
872,296
624,181
173,425
624,181
425,95
425,95
1307,175
2823,5000
3279,3263
3279,3263
37,101
371,604
38824,1622
13308,1421
8415,5049
1936,444
4309,5002
3571,1165
4521,703
49,76
580,1581
16669,14930
1632,1084
318,286
2739,2561
5561,2676
3149,647
12815,695
425,95
370,341
5009,884
706,579
553,295
154,446
140655,3399
1307,175
1307,175
2509,4781
12815,695
847,274
4304,1839
5222,960
471,361
972,2580
5009,884
294,181
12815,695
400,2547
400,2547
400,2547
400,2547
5009,884
1943,2670
2669,909
12815,695
1307,175
10653,3559
1307,175
1936,444
8865,3371
12815,695
5894,944
12815,695
5009,884
627,657
783,268
1936,444
774,534
1936,444
2327,1146
23,380
139,410
906,154
2148,1462
16052,11365
1056,1237
613,534
2255,562
5009,884
5099,154
492,77
17,59
5878,6392
29761,8310
492,77
492,77
5879,3977
5879,3977
29,87
17,28
88930,2764
2571,387
346,1754
1288,1128
2024,1285
5561,2676
607,309
157,942
1238,629
3838,2860
236,154
1153,2084
1153,2084
5184,4325
5184,4325
400,1352
569,1818
3,130
405,700
959,1005
691,1176
1794,74
571,458
911,1449
2025,732
3838,2860
1315,1032
4005,1384
1307,175
1307,175
1307,175
754,557
282,912
2207,1046
13326,6637
2614,778
162,334
13806,8868
11444,1443
13806,8868
1069,982
1521,1887
3433,962
1794,74
1110,3447
47,217
13326,6637
2864,3014
47,217
230,1252
2040,989
5221,960
158,216
2040,989
1246,2212
9533,127
57,106
57,106
262,419
57,106
41,109
1413,957
1124,5002
223,159
117,174
768,949
1927,971
1343,520
768,949
3571,1165
865,1699
2485,934
3571,1165
3065,2751
1246,2212
7085,311
32273,2156
671,518
7391,5398
7391,5398
2392,2798
364,769
2392,2798
5976,1287
4608,5062
28754,18645
8487,7690
443,605
824,970
842,364
865,1699
2415,1916
1165,2014
28754,18645
28754,18645
64,25
614,601
1307,175
1307,175
620,389
822,969
1307,175
492,77
36936,396
1935,444
1298,1216
28754,18645
1251,1172
371,1175
1307,175
10628,7011
1356,1098
45610,3726
1083,4272
1944,1082
16962,3447
1924,899
1234,935
2029,228
1937,2974
4185,1653
4473,2810
27,248
371,1175
5700,995
822,969
211,1502
243,43
356,328
142,101
2325,252
822,969
7781,6706
1825,2261
325,357
475,527
1531,1470
92,134
1133,455
171,413
1169,281
5974,1287
600,1826
184,523
28754,18645
2342,2613
110,299
5974,1287
