Seguidores,Seguidos
439,818
654,2118
799,589
104,70
495,1522
1066,2187
10084,1001
11092,8607
11092,8607
531,384
11092,8607
11092,8607
32,322
48,304
591,85
3999,1607
772,560
2352,1313
33957,4033
654,2118
104,70
1066,2187
495,1522
11090,8606
580,1661
397,1074
622,214
420,126
1995,966
5947,1482
298,391
2402,410
1589,1792
249,147
377,125
1313,677
9273,126
10685,421
4879,678
90,130
5305,4848
1270,570
2543,3422
55,39
1416,445
55,39
248,541
530,399
1581,456
1709,1343
821,1140
1242,347
272,785
4616,4582
98,3207
2820,267
2921,2307
1904,470
62,41
239,169
35,673
104899,3418
1758,2173
28711,18633
1553,1134
1553,1134
3420,604
1140,1017
107,463
331,397
325,856
12218,4409
348,115
2114,2363
26,98
826,912
842,363
114989,1502
114989,1502
2335,2370
1997,565
613,240
592,569
1437,1090
473,293
612,1168
6,12
3404,4749
3761,982
895,594
3761,982
228,525
293,248
10140,1954
2884,1507
1351,1337
4586,682
17329,556
64747,1258
4254,2851
805,244
1372,914
63,37
404,1433
857,225
3699,3593
33016,1300
230,405
230,405
1338,519
17708,108
1153,414
3412,1012
2556,1065
95,138
1949,2008
293,190
1935,2531
4652,526
11641,5292
10796,664
1691,1756
1423,816
3351,1670
826,1705
6243,3274
98,247
14036,2703
98,247
515,190
332,370
21201,526
2309,1005
14758,3077
1914,1246
10796,664
4418,544
4255,2851
4369,3614
1464,1371
976,686
7553,695
28707,18633
51678,592
1210,1064
558,873
22,44
252,174
25,55
25,55
47,87
3082,1358
3404,4749
613,1168
308,329
374,238
3451,499
3621,4862
56,63
56,63
56,63
56,63
228,198
7141,6335
95,138
24,82
132,565
346,426
11641,5282
16931,3445
496,616
1209,1064
389,1512
630,48
24,188
14596,205
35,86
3517,909
1639,696
2166,2082
2166,2082
20157,437
449,1248
259,1048
1926,1230
4229,2425
9504,9027
10020,4624
140,188
1310,962
1581,456
942,1101
97,439
1295,1064
14,90
28708,18633
2338,2719
427,278
597,348
885,1347
20599,723
686,147
806,288
1237,347
496,246
2137,2550
347,313
1295,1064
1290,1556
1290,1556
1290,1556
1290,1556
1290,1556
1290,1556
229,77
229,77
258,128
194,190
504,729
194,190
15012,1990
1887,1016
1887,1016
1294,1064
1445,1680
1491,1708
10019,4624
16987,5092
28707,18632
24,117
839,254
2556,1065
446,756
613,1167
84,459
522,1877
522,1877
522,1877
40404,3053
1258,1557
63,117
1351,1337
2609,1256
265,1194
2184,726
137,101
35,20
1055,1072
1055,1072
1423,1498
1699,1005
996,2482
3996,1607
9090,817
492,812
167,231
28708,18632
151,55
60,49
9,75
97,142
97,142
862,892
2845,3505
2845,3505
2845,3505
28709,18632
363,727
704,282
199,170
152,507
5308,4848
663,1314
1044,2130
931,906
3446,4929
1221,878
666,2047
666,2047
666,1544
28709,18632
159,130
28709,18632
216,349
159,130
35,182
69,243
86,730
140,793
216,994
314,731
83,6
83,6
288,224
117,202
4605,4878
105,333
214859,1406
455,561
455,561
3,16
575,1675
575,1675
26,71
94,310
26,71
269,353
9151,1692
9151,1692
994,1579
46,378
34,245
34,236
2708,2331
17,156
320,937
21761,7416
737,950
219,969
28,30
28,30
31,66
101,221
3174,5004
95,1733
749,498
10297,9935
142,809
62293,1450
1035,797
12,17
3663,3046
42,333
9765,8655
282,123
2,2
36,118
1082,1427
16,221
4,2
16,221
28,287
123,476
3017,1384
226,331
1646,682
6301,3020
4171,3792
2027,1082
2027,1082
199,895
269,92
1646,680
1108,351
6181,815
58,564
9,20
476,68
476,68
8,32
22,67
1317,500
28709,18632
290,286
645,2018
470,640
1543,1631
564,5000
1301,663
1646,680
1646,680
1646,680
11339,2769
562,809
140,431
147,790
251,518
537,457
537,457
2814,1012
293,334
365,1565
28708,18632
71,273
368,5001
16039,11362
10892,357
72,70
131,173
131,173
1031,1039
3511,599
1398,5001
346,512
2606,2014
8779,842
246,1115
346,512
311,192
176,224
1228,1646
442,384
343,231
27122,2824
1797,2757
1228,1646
677,495
7849,5530
28707,18632
677,495
650,1003
1073,449
90,276
157,336
19677,2167
2228,1167
129,383
27122,2824
36,26
445,147
5465,4414
16609,14882
18,67
398,444
148,222
48,261
323,732
390,267
1797,2757
1249,831
732,107
732,107
2017,1757
3306,1598
27120,2824
741,713
4605,4878
4339,121
421,417
4605,4878
69930,336
19,411
591,429
101,520
1416,343
4605,4878
4605,4878
1965,1652
241,484
1317,500
1317,500
108,119
1180,1123
802,1702
2541,1000
112,128
148,116
162,204
47,99
699,639
369,722
10445,2448
1,7
22,143
75,90
4735,3446
228,235
28288,312
82,541
783,517
7833,7838
783,517
426,145
426,145
311,461
2218,549
8874,4601
1065,432
28708,18632
90,177
5130,923
90,177
565,702
16609,14876
1749,2340
16609,14876
27,62
11719,609
16609,14876
14315,836
16609,14876
16609,14876
689,519
1555,689
61583,1119
442,1293
7,24
9744,2090
55,111
75525,1006
2602,775
1251,2696
22,190
140274,472
977,488
778,348
266,381
2499,1450
2499,1450
481,2026
28708,18632
2921,1238
28708,18632
230,632
1499,700
7881,1644
7881,1644
17250,812
33,91
3482,1745
21,41
85,591
264,424
175,228
1798,770
16,326
399,2209
135,291
135,291
3331,410
1576,4030
3877,2662
3877,2662
2145,1276
112,371
28708,18632
2485,419
292,367
19677,2167
863,927
843,553
1139,1015
232,302
323,505
434,1729
37,74
719,452
347,511
346,262
3349,1670
1963,1652
492,59
5763,3413
28708,18632
215,313
717,551
717,551
717,551
113,474
15602,2837
180,504
2973,1227
24997,14013
428,361
634,881
28708,18632
3,10
347,511
169,106
2953,1021
194,506
347,511
334,263
249538,952
991,700
765,1207
2267,104
1385,500
115,1248
2247,2593
250,127
709,308
8983,8789
35,105
158,349
5,104
10921,3952
163,305
10,30
2450,914
2556,1065
28708,18632
222,187
305,411
447,1854
447,1854
365,427
615,263
134,75
609,202
613,1166
2602,774
3114,645
6,98
613,1166
28708,18632
6,98
193,282
6,98
607,1013
707,533
1085,818
216,680
903,493
6219,710
28708,18632
526,1526
2322,1038
6,98
4111,373
3674,751
6,98
834,993
6,98
2711,3360
2977,458
97,1310
57791,205
109,166
9,23
665,286
6,98
2602,774
82,58
6,98
197,903
125081,433
4604,4876
1461,205
778,256
11,1
22,143
28277,312
6,98
100,111
1835,1506
27281,317
523,150
7089,1546
13276,6637
893,446
757,224
5023,2124
21827,3503
850,35
850,35
3,98
42,165
1316,2424
882,1854
1351,1337
1266,2259
3,98
3463,2163
453,356
155,187
1514,412
2605,2014
2605,2014
1799,1725
2334,2714
1830,980
214,450
1901,470
2334,2714
6201,3112
3411,870
202,255
507,727
3677,3710
4504,8
1379,838
55,39
6070,897
152,378
1229,2502
1229,2502
42,165
267,1345
10,40
142,345
79,524
301,1402
10821,8929
10142,1952
130,641
156,78
11705,650
4812,406
19677,2167
455,452
2185,726
9252,126
2334,2714
2334,2714
9,7
2450,914
2245,2225
2580,365
268,323
4881,391
447,1853
447,1853
1947,5002
364,347
214844,1406
398,730
2548,365
4723,620
17323,556
934,755
29,189
840,780
422,1032
1005,498
398,2208
1271,1058
119,73
3428,525
193,280
515,1768
24,150
1153,414
24,150
210,601
588,411
96,223
16607,14876
226,42
48,304
1546,2382
5712,8069
1013,112
1013,112
356,1338
1119,1163
3745,4203
2017,728
1209,1062
272,219
24,188
291,554
10140,1951
135,380
1298,175
17,98
673,1073
200,237
2590821,371
1930,3024
576,364
25,349
741,428
348,112
205,520
114820,3188
103171,103
1700,1523
533,412
174,433
11350,1411
10821,1915
1451,1146
315,412
6448,913
521,616
75,130
488,76
1236,347
610,1
2374,2548
571,927
1995,965
383,631
334,1013
334,1013
58,55
5951,1283
348,112
1037,2407
269,509
8497,493
267,303
348,112
348,112
73,219
1235,347
348,112
1289,1556
1289,1556
8202,18
1289,1556
1757,888
93,425
1819,281
772,560
2052,2277
13272,6637
3654,4448
5947,1482
57,121
810,952
62,533
1672,614
9251,126
4314,5002
4269,1835
3090,1371
75527,1005
17324,556
17324,556
2263,3959
863,927
305,816
39553,1071
2553,4000
3246,2644
10140,1952
356,571
172,498
327,492
3028,1742
1259,493
1259,493
28712,18633
1042,5000
4469,678
932,1384
241,1580
18,166
28712,18633
3994,1603
1656,739
8358,2401
4256,1625
7031,890
94,165
18449,5124
6,38
90,120
3095,884
3095,884
3095,884
670,421
1672,614
212,533
810,682
4256,1625
478,393
78,258
1957,2658
1957,2658
2212,298
4255,1625
1608,1603
175,349
4,33
596,649
4,33
4255,1625
449,255
3,7
16607,14875
28711,18633
1422,1163
1134,568
171,124
1699,1522
188,387
572,348
578,530
16607,14875
39544,1071
633,975
1457,1371
203,513
1529,542
2378,2788
765,704
1270,570
1553,1125
1270,570
863,1696
1529,542
2752,2934
572,565
5951,1283
883,1345
38,302
38,302
3402,4747
236,129
3994,1598
117,177
1451,1146
1442,1680
8483,1923
258,64
772,2476
288,125
261,270
203,513
203,513
2176,840
17322,556
251,69
3673,751
1528,541
34101,5382
10331,2973
1788,2500
491,348
4109,2050
1534,931
18694,742
5937,872
4681,1655
293,249
4583,683
2881,2972
3758,2011
1230,839
1255,1452
1816,1942
774,348
774,348
114,366
420,734
2894,4997
346,310
1078,1094
2709,3360
11874,5909
76,105
28711,18633
778,922
563,348
197,345
197,345
1447,223
4230,2425
342,408
91,286
28711,18633
2086,1284
3399,506
227,736
123,220
185,182
568,310
35,81
473,1203
568,310
1367,1784
2263,3960
1246,3148
7089,1547
1442,1679
4230,2425
27,62
1994,565
2146,597
284,217
612,1166
2743,2397
284,217
1,26
2272,4990
1098,1384
3811,4223
3811,4223
28,101
29626,7484
840,550
1262,1039
48,170
24912,998
1912,1883
311,545
5839,1546
1930,3024
1136,679
606,1013
4602,4874
2071,1510
28711,18633
28711,18633
16605,14875
2877,5000
55,55
51,159
51,159
28711,18633
247,1198
14,610
265,1358
1618,1359
3169,2738
1271,1058
92,277
516,1378
470,655
133,253
41,109
3518,2190
15,41
188,307
516,1378
28710,18633
1108,3796
821,2473
2708,366
77,247
28710,18633
18740,245
4550,4625
100,125
292,213
119,272
212,228
249533,951
10798,3268
6218,3532
4522,2873
1718,2458
42,165
341,284
106,225
3128,994
31,60
2068,3829
23,46
1798,1715
121,346
11,193
8,18
170,491
1102,280
365,587
3559,3603
348,112
2102,992
125,209
2332,2356
39511,1072
3371,1416
11027,887
8,41
68,77
291,853
1,50
1134,568
1505,1431
6171,2571
54,294
2070,1510
3,160
2186,194
11901,650
314,435
140,290
140,290
1079,1130
96,334
494,1331
265,346
1230,839
552,348
10000,4623
16,44
28710,18633
28710,18633
212,118
1004,498
41,702
190,410
30,38
216,194
243,209
10,29
7,24
21,150
96,220
3392,379
874,5000
874,5000
170,491
80,89
329,422
21,34
170,491
297,168
791,858
845,138
246,255
8986,8788
8986,8788
436,921
3322,129
33,459
948,947
389,343
2,180
3362,574
12,57
505,777
358,216
293,761
293,761
2694,478
835,786
111,182
13,57
729,732
10798,3268
505,746
5349,4956
1012,1607
17,156
257,572
1930,3024
57782,205
2070,1510
1364,1851
288,405
341,284
237,241
2448,910
409,544
257,572
436,2897
10224,1965
5464,4415
533,870
186,177
28710,18633
140,94
228,526
464,2294
133,55
5308,4849
194,197
194,197
182,580
244,411
75529,1005
7739,6022
1249,831
3408,2816
159,130
697,1414
717,551
802,1702
3408,2816
2223,1338
293,472
3411,870
139,111
9088,817
555,271
750,288
1034,851
750,288
189,735
707,533
570,255
8309,493
646,1823
51,173
285,1351
412,616
507,849
646,1823
1930,3024
552,348
2422,412
552,348
552,348
552,348
57,304
2550,4000
2550,4000
2186,194
1930,3024
75,130
473,529
301,1398
12833,2812
7,24
305,462
1930,3024
2,72
1198,3075
5,102
31,156
306,1174
1838,2776
77,532
75529,1005
75529,1005
26,456
3284,638
57782,205
2604,2014
84,312
1930,3024
52,133
521,527
1608,1603
552,348
552,348
342,231
8036,5082
10143,1949
90,96
489,1617
1930,3024
3743,4203
127,379
67,279
1297,253
682,955
2404,1853
386,468
215,210
215,210
1047,1233
96,413
11901,650
314,435
314,435
552,348
552,348
552,348
552,348
2879,467
291,853
2070,1510
2070,1510
120,644
1078,804
2971,2964
11901,650
10166,766
1442,1679
1442,1679
4398,2715
25800,1521
27331,810
552,348
111,194
92,140
27331,810
552,348
1305,630
43,99
56,63
56,63
56,63
552,348
56,63
12,146
1821,195
9494,10444
144,350
144,350
144,350
57,174
2604,2014
11027,887
311,377
7139,6336
949,1062
27331,810
535,226
39511,1072
3247,2644
1886,433
291,376
555,271
108,118
96,220
151,877
4843,3148
613,1166
860,422
4042,2185
371,1181
819,2013
11027,887
194,191
3678,3704
39511,1072
270,1032
2003,1360
845,465
181,240
734,698
44,145
291,376
366,1185
27331,810
613,1166
227,264
31,122
1798,1715
240,133
144,386
1672,614
1592,2989
85,600
5464,4415
27331,810
3699,3591
3952,3861
27331,810
48,86
404,1432
3028,1742
88,11
3,68
171,90
3555,333
70,155
27331,810
412,616
4232,4991
27331,810
306,1174
28710,18633
37022,6736
28710,18633
934,163
2801,815
528,1103
3,19
3169,3910
3169,3910
1930,3024
1930,3024
12,16
12,16
25,73
70,173
505,2361
648,229
57,122
35,35
123,381
374,1289
2604,2014
102,126
4128,2934
150,127
1683,6
7139,6336
66,194
169,93
448,732
1533,605
16911,1326
2711,3360
351,718
71,938
2717,10
194,191
288,356
1142,1833
28710,18633
207,194
122,50
28710,18633
198,254
1100,1592
170,201
66,83
773,348
2906,2316
4479,2669
1041,2127
28710,18633
155,1080
11,61
697,2358
507,1228
28710,18633
20,89
793,829
106,148
32,163
12312,1711
11592,2048
10,92
421,1087
28710,18633
673,1577
892,2465
539,3483
2637,2918
158,121
74,175
398,697
969,702
28710,18633
7283,7884
49,53
3743,965
74,175
632,2040
495,562
17,156
1023,1297
1492,805
413,1482
6171,2571
3441,4928
2100,2904
24,130
28710,18633
62265,1450
113,94
763,248
8211,3581
10387,5055
1623,1634
114996,1502
576,444
591,429
49,159
166,537
609,704
2880,2972
114,115
54,185
1034,796
1317,500
1269,570
152,80
1,10
440,528
194,191
194,191
72,71
7,67
180,439
1,6
176,588
49,463
123,265
489,1617
91,164
60,1036
341,95
21331,652
4005,4858
370254,295
7,28
147,327
7,136
1995,964
821,2473
194,80
54,108
503,727
102,126
27331,810
31,148
28710,18633
1002,430
28710,18633
532,472
1247,2323
25,73
1220,3740
1257,684
10,29
3630,2367
2245,2589
222,366
75,177
150,127
160,231
15,102
15,102
1976,4430
516,1378
7004,5184
2668,829
79,140
16605,14875
553,76
226,557
169,239
436,72
446,756
541,494
211,251
88,566
289,866
4495,2465
2717,10
194,191
67,731
8647,855
3126,4902
130,167
10299,5287
16,66
9,48
18,79
1430,1062
409,871
2154,1429
1002,430
849,1244
14,56
647,789
6218,3532
647,789
88,166
3566,5000
1952,312
395,2207
495,1396
5464,2570
1630,2471
1623,4988
28710,18633
70709,3120
663,1356
803,1193
207,217
736,649
227,527
2550,4000
1492,3571
879,652
1834,1506
2505,203
1093,126
526,4968
3392,379
1032,1388
41,143
75529,1005
8309,493
381,852
28,26
7,56
6201,3111
28710,18633
53,86
4510,5002
2215,730
3313,1193
1494,49
1180,2829
295,835
546,670
35,38
1318,423
11324,653
17321,556
2121,2555
376,833
3331,605
327,485
1602,552
228,804
2717,10
267,1345
194,191
194,191
194,191
626,690
139,670
707,533
9630,709
56,63
1504,1429
1269,570
327,195
234,43
551,1444
664,502
664,502
127,298
4054,3934
1354,2449
209,1273
2257,2569
207,291
3392,379
3743,4203
551,1444
184,236
224,615
26,51
551,1444
13536,729
967,470
63,44
596,574
351,718
1162,2491
242,389
1798,1715
761,963
684,147
13827,10509
805,288
417,67
1113,662
15315,9013
417,67
11336,3020
552,348
2245,2589
20,154
258,378
2245,2589
841,984
10299,5287
4107,2049
2541,3421
466,354
915,419
31,754
66,522
613,1166
34,440
3822,353
72,132
3678,3704
66,98
92,270
92,270
891,487
891,487
2385,3132
326,355
2385,3132
2335,2714
1407,3225
694,1240
1407,3225
78597,4200
805,288
3308,1598
1248,1102
596,649
301,1398
324,348
324,348
172,623
28710,18633
178680,251
2988,2686
1305,630
71688,58
1599,2103
1599,2103
696,1126
5,7
5963,5895
6282,6022
6282,6022
33,192
2271,2255
171,887
1648,1813
219,260
1090,781
6447,913
1153,414
171,1078
962,122
615,66
1233,347
59,105
778,1202
404,1432
106,186
106,186
35,38
1078,804
1392,1007
2070,1510
590798,154
206,276
198,254
508,300
713,531
5,28
765,1099
765,1099
1511,2135
55,55
26586,7397
2813,2458
2813,2458
2908,1393
209,248
121,193
1828,206
194,191
2668,909
1407,3225
94266,3602
30,38
1588,1676
99,247
103171,103
116,255
817,679
748,735
2908,1393
314,248
33,187
883,524
425,278
1047,1233
373,304
211,56
139,38
609,532
155,199
324,398
2240,622
1143,1151
384,926
92,330
915,419
606,1012
360,401
132,274
5,102
10,66
12,42
3527,760
18,85
516,849
1930,3024
28710,18633
166,43
7283,7884
414,458
641,598
556,372
194,191
4,82
306,1311
1288,1451
1598,2112
1973,3117
167,519
28710,18633
66,556
66,174
172,430
1216,1388
211,352
38,114
1392,1007
1239,106
1233,347
527,1524
170,182
1394,203
3,56
122,295
28710,18633
132,185
33,397
4241,2003
203,241
282,169
523,150
3136,3222
31,73
29790,8296
132,172
70,200
28710,18633
1100,1592
695,640
135,84
419,1458
49,53
334,1013
137,480
1371,1979
9,89
1342,2327
9,89
3616,396
1362,3506
17760,2631
234,713
334,1013
303,1659
894,585
286,859
2877,5000
28710,18633
1,5
884,588
386,621
1809,695
28,214
68,233
5599,4731
36,295
1138,1013
8647,855
2194,1382
219,969
2,52
98,75
13017,11467
44,645
748,976
107,132
282,169
905,2033
3566,5000
3510,599
390,271
407,265
790,201
7852,695
2711,3360
9,4
3566,5000
17,139
356,1424
296,224
1328,1049
79,144
1416,343
532,472
5,46
15828,827
357,1399
62,198
17,58
142,753
4001,1329
27117,2824
1406,855
1406,855
13632,338
5953,5368
3624,677
854,369
70,296
2,98
8469,988
56,248
4519,1316
23,26
490,98
62,345
3876,2663
608,2022
249,215
284,338
2007,1986
8214,1899
11,17
3392,379
46782,1990
220,284
29790,8296
16246,499
1423,816
85,122
108,244
140,367
879,3266
755,2154
14404,378
4364,4890
1392,1007
6009,5160
231,651
26586,7397
353,966
353,966
592,484
800,2788
17,324
57,231
502,173
448,71
26972,760
221,228
3,38
256,216
2359,3285
16911,1326
404,816
295,198
310,479
7348,1177
90,596
91,286
198,254
28710,18633
2630,2998
2630,2998
17,207
225,45
10143,1949
49,149
8434,576
76,125
75,177
4000,4429
503,727
255,338
647,375
54,108
1109,1602
57,231
15828,827
501,355
501,355
5599,4731
2109,3117
227,949
116,175
1097,2280
341,284
601,935
2954,1021
9739,549
1578,2411
128,290
11355,448
1085,818
2711,3360
1235,671
2604,2014
307,311
4053,1123
2604,2014
536,915
241,836
57,62
102,126
2213,160
2138,3806
107816,8947
918,462
1195,1788
411,1063
910,1461
1451,1186
1385,1265
3313,1193
306,879
25,73
803,887
659,498
7668,5495
398,696
250,332
250,332
250,212
316,802
304,635
29790,8296
316,802
3362,574
75,538
4125,1306
27,2
4602,4873
4602,4873
4602,4873
453,392
422,635
57,122
3689,2198
1097,2280
214846,1406
75,538
9252,126
14,129
150,127
2370,2370
10143,1949
1798,1715
2668,909
897,2356
467,371
4602,4873
42,139
4602,4873
975,952
68,59
10448,2448
86,154
881,1344
1074,265
1289,1556
49,105
17,156
112,549
214846,1406
3566,5000
112,549
9630,709
1800,2987
28710,18633
49,77
613,1166
259,1468
69928,336
206,198
4602,4873
972,1037
240,161
468,247
39,117
199,514
54,224
154,596
1300,853
108,118
3104,2112
297,806
3058,624
1823,1599
1641,1254
166,298
270,163
26,62
203,523
15002,1991
13682,1612
270,163
1647,4440
613,1166
202,139
1103,870
40,205
169,708
3146,2410
154,596
190,612
72,205
78,88
82,187
398,1075
74,540
35,108
283,436
89,87
3392,379
236,227
497,297
5994,774
1646,109
211,569
383,631
1317,500
111,154
353,213
48927,1211
1843,3246
386,315
1034,796
29626,7483
2762,1155
228,526
543,1522
19675,2167
44,114
227,438
94266,3602
1368,1082
28710,18633
353,213
3313,1106
495,752
236236,456
1655,739
138748,5402
218,950
278,663
40687,1331
40239,1331
1208,1305
1500,19
1500,19
2605,1601
1317,500
15,19
893,1842
552,348
53,211
226,42
2245,2589
2580,387
802,1702
821,2473
884,588
56,82
23,26
4,84
338,740
1622,1035
1359,498
49,62
357,1399
27118,2613
1363,1726
63,152
694,591
257,232
319,251
56,63
29,100
147,531
315,115
307,311
13271,6639
860,660
442,1248
3743,4203
1289,1556
10143,1949
5349,5047
10143,1949
8768,2750
7139,6336
7139,6336
884,829
604,1495
110,208
1407,3225
24,27
300,1012
3525,686
1072,869
13475,50
860,422
2691,4130
2862,3533
9252,126
498,363
109,391
7134,574
1658,997
206,324
9560,2289
61,242
251,251
708,1785
2768,1341
15890,413
7521,1355
102,292
1134,568
342,323
595,728
27331,810
16911,1326
2956,716
409,544
2322,1038
3463,458
1623,1326
602,1409
429,2973
2569,827
90,242
1711,347
1532,1502
572,565
2524,250
198,381
511,524
570,603
2002,784
398,1075
5464,4415
511,524
837,725
2753,841
360,591
28710,18633
38706,1619
2332,2356
509,762
1138,1013
2223,1338
1166,1336
14651,9475
393,871
552,348
216,349
1528,541
54,294
2468,530
552,348
826,289
2906,2316
879,652
3811,4223
835,786
104,286
2604,2014
309,901
486,564
687,333
3699,3591
1798,1715
11,12
193,506
1101,2049
4154,531
43,255
194,191
194,191
10920,3952
1528,541
28710,18633
2553,1064
1269,570
1528,541
7311,974
1267,104
240,133
458,1222
1293,1061
381,554
193,660
59191,23618
1528,541
4637,2374
238,145
2668,909
4573,1982
87,386
42,165
63,100
334,1013
39,110
163,204
293,543
1288,1451
2304,774
10478,1340
69,58
2198,1031
1816,1942
52,264
13771,8847
264,452
1875,4371
3290,2805
23574,2059
9766,8656
28710,18633
38,66
533,870
2025,1286
10000,4623
111,105
2546,365
1590,1225
4563,4105
16,38
2382,1392
613,1166
1337,354
622,633
2433,3012
2433,3012
2433,3012
1025,2285
33948,4034
9344,4112
2154,1429
7851,5530
28710,18633
507,727
1483,264
710,279
2154,1429
438,3747
819,839
1269,570
4573,1982
3525,686
613,1166
1060,1446
606,1012
230,235
641,803
17321,556
2504,1136
691,705
1834,1506
573,1227
2451,360
5948,1283
1949,2006
717,369
1928,3853
688,519
1507,650
1507,650
1161,712
863,1695
1560,566
2885,2718
832,652
7,39
520,602
825,1705
14651,9475
449,1248
10329,2973
1736,502
1255,1450
2878,231
284,133
536,736
180,208
65,105
4312,5002
4268,1835
345,1969
420,126
420,126
855,1173
10371,2419
1423,613
555,916
3761,689
149,208
13059,1227
70,95
1468,1227
1289,1556
645,982
2257,2281
227,264
10089,6686
25985,2377
2792,2012
400,246
2639,1903
1351,1337
18,46
3028,1742
3028,1742
463,433
735,810
52,65
52,65
6009,5160
835,612
446,756
506,767
1703,160
768,774
2668,909
714,613
2023,1311
11304,10648
28710,18633
439,696
3117,2008
3117,2008
4443,3248
690,984
1105,60
2023,1311
27,133
26633,573
605,1355
198,254
26633,573
2203,1050
261,603
3678,3704
509,488
78,59
690,984
93,536
597,1874
21,141
93,258
5067,5267
1729,403
239,212
16986,5084
194,387
2092,2591
434,196
325,689
234,713
17927,842
3402,4746
3012,767
3511,2312
2027,5000
5464,4415
165,434
10540,1292
503,728
1239,106
352,294
426,439
559,552
426,439
125,657
598,1932
1479,1197
20,40
51,205
154,248
16605,14875
200,599
378,412
55,104
14,153
1135,1322
98,161
44,645
98,161
44,645
44,645
45,97
295,652
1385,500
77,324
256,401
24,54
7883,1643
346,451
280,502
1776,294
387,388
516,1378
51,402
126,315
277,928
28710,18633
17,35
395,442
79,140
31,66
1018,283
4379,2519
796,1140
831,697
625,865
68,684
1004,498
111,220
2945,1872
216,349
216,349
748,976
174,548
390,322
24,76
1029,1997
3,62
36,151
414,380
746,410
546,670
18,39
641,1035
650,680
48620,3956
2226,317
334,571
20,11
20,11
4,24
301,249
3418,3155
48,127
442,1029
199,447
776,1882
136,430
49,528
2,98
117,1138
214846,1406
79,286
600,1201
206,816
2959,3069
197,442
281,461
234,196
1149,1742
78,318
9252,126
41,376
14,109
28710,18633
8,56
54,17
34,209
54,17
334,443
280,1309
36,129
952,1900
43,155
301,5001
29,102
1438,1205
646,974
257,165
3,18
263,1349
9616,9221
9616,9221
5547,10
17,156
13,5
20,15
7004,5184
556,1018
2189,813
2189,813
2189,813
141,891
492,741
48,304
74,314
3943,1432
569,1818
1831,1111
1198,1941
616,1862
6,30
1262,1352
381,1004
30097,1140
112,549
366,217
48,64
704,577
2332,554
61,148
112,549
89,723
112,549
55,187
89,108
6,47
30097,1140
189,561
30097,1140
19675,2167
222,366
16123,4969
763,2097
374,1332
152,512
112,549
17760,2631
112,549
16123,4969
194,135
3656,320
310,479
112,549
60,243
214846,1406
112,549
1101,2332
9252,126
257,292
1045,1048
14168,4189
357,592
7,14
59,282
220,1235
665,518
665,518
29330,2480
608,2209
3,6
55,188
465,3388
27400,732
101,134
18,79
160,229
149,322
3869,1011
894,155
6448,5973
894,155
351,205
112,549
9420,1216
11493,39
511,1537
5069,3731
594,898
3137,486
3093,938
234,43
1075,3838
1516,3028
194,78
257,292
112,549
134,147
650,1002
6322,286
63,195
42,87
274,266
13,7
1588,1676
1588,1676
57,27
349,116
349,232
386,690
2544,74
2591,842
125,142
190,451
616,27
54,171
130,148
28,91
55,52
68,475
37113,1110
226,151
118,206
4510,5002
1167,875
3146,1506
1880,231
412,248
1249,709
24,81
2021,2060
199,371
1034,1965
104,189
2630,2998
1083,747
1138,1013
4417,4993
30,31
52,139
230,675
697,519
2078,808
24901,1480
1184,944
271,1068
271,1068
267,152
357,336
295,561
279,1331
306,1174
235,304
207,222
5,10
3490,1609
3490,1609
4475,4414
53,402
101,520
401,752
1570,4495
305,335
1065,800
78,321
57782,205
276,747
404,1432
509,442
278,663
763,946
3548,1135
28,43
36,75
755,562
13,5
1333,1118
20,84
655,1319
124,85
38,232
10448,2448
2670,1426
3,7
28710,18633
3,5
2853,1946
112,549
7,5
2036,733
2801,815
343,287
590,282
143,617
1249,1900
2243,1671
1511,390
395,2207
48,79
68563,159
2036,733
6,6
6,6
360,398
1678,1107
269,509
177,314
3630,1873
108,343
4252,2852
1437,317
214,593
11208,661
910,329
859,3454
840,550
952,1016
175,227
340,802
44949,5278
4980,712
511,1161
446,1852
243,271
2147,1473
2147,1473
8214,1899
3802,759
4980,712
193,365
193,365
32,214
26,9
596,649
189,302
2312,2950
1138,1013
3802,759
6,12
116,244
50,69
396,1365
768,774
321,780
2,15
2,15
2,15
55,104
3392,379
767,1242
1870,2209
69,166
455,149
604,283
1348,1678
9204,1242
1233,347
13,7
82,845
56,63
886,220
527,1524
1581,276
5,38
4939,1078
4,14
264,598
1696,618
431,577
3118,645
8338,3037
8338,3037
10089,6686
741,1297
5,4
3663,1135
740,197
507,554
509,442
151,437
217,107
4980,712
698,348
509,442
4,1
103,212
27347,2496
4,1
561,748
500,811
188,380
8002,804
553,295
259,300
1464,1434
489,1617
112,549
5475,1384
2259,694
1002,430
25,188
947,957
10540,1292
731,896
606,1090
4601,13
103,212
5,4
112,549
6,6
3663,1135
490,417
8701,6790
116,205
589,431
112,549
16605,14875
5707,690
1362,3506
2750,1052
2908,1393
2965,4525
7628,1095
26586,7397
327,485
386,123
218,710
112,549
353,966
134,234
112,549
376,833
2954,1021
511,1537
254,464
915,254
44,114
10448,2448
161,134
6009,5160
1051,824
72299,248
72299,248
755,673
755,673
21,41
289,605
289,605
8002,804
1776,294
11583,1463
3408,2816
297,806
112,549
2,12
112,549
232,439
152,202
267,1
33,83
3570,5000
12,498
1190,3736
2734,4277
31,507
2305,159
596,649
9455,2508
29330,2480
137,185
